Date,Area Planted,Area Harvested,Yield,Beginning Stocks,Production,Imports,Total Supply,Crushings,Exports,Seed,Residual,Total Use,Ending Stocks,World BeginningStocks,World Production,World Imports,World DomesticCrush,World DomesticTotal,World Exports,World EndingStocks,United States BeginningStocks,United States Production,United States Imports,United States DomesticCrush,United States DomesticTotal,United States Exports,United States EndingStocks,Argentina BeginningStocks,Argentina Production,Argentina Imports,Argentina DomesticCrush,Argentina DomesticTotal,Argentina Exports,Argentina EndingStocks,Brazil BeginningStocks,Brazil Production,Brazil Imports,Brazil DomesticCrush,Brazil DomesticTotal,Brazil Exports,Brazil EndingStocks,China BeginningStocks,China Production,China Imports,China DomesticCrush,China DomesticTotal,China Exports,China EndingStocks,Japan BeginningStocks,Japan Production,Japan Imports,Japan DomesticCrush,Japan DomesticTotal,Japan Exports,Japan EndingStocks,Mexico BeginningStocks,Mexico Production,Mexico Imports,Mexico DomesticCrush,Mexico DomesticTotal,Mexico Exports,Mexico EndingStocks,European Union BeginningStocks,European Union Production,European Union Imports,European Union DomesticCrush,European Union DomesticTotal,European Union Exports,European Union EndingStocks
2016-08-12,82.7,81.8,48.0,191.0,3929.0,25.0,4145.0,1900.0,1880.0,97.0,12.0,3889.0,255.0,78.46,312.67,131.88,278.65,317.2,132.8,73.0,5.19,106.93,0.68,51.71,54.69,51.17,6.95,31.92,56.5,0.6,44.25,48.6,10.5,29.92,19.5,96.5,0.45,40.7,43.7,56.6,16.15,17.03,11.6,83.0,81.8,95.5,0.15,15.98,0.18,0.24,3.25,2.4,3.55,0.0,0.12,0.07,0.33,3.95,4.25,4.29,0.0,0.06,0.69,2.26,13.6,14.0,15.58,0.15,0.82
2016-09-12,82.7,81.8,48.0,191.0,3929.0,25.0,4145.0,1900.0,1940.0,97.0,12.0,3949.0,195.0,78.46,312.97,130.86,277.75,316.3,133.09,72.9,5.19,106.93,0.68,51.71,54.69,52.8,5.32,31.92,56.8,0.6,44.0,48.35,10.3,30.67,19.5,96.5,0.45,40.7,43.7,55.5,17.25,17.03,11.6,82.5,81.8,95.5,0.12,15.51,0.18,0.24,3.25,2.4,3.55,0.0,0.12,0.07,0.33,3.95,4.25,4.29,0.0,0.06,0.69,2.26,13.7,14.0,15.58,0.15,0.92
2016-10-12,82.7,81.7,48.0,191.0,3926.0,24.0,4140.0,1886.0,1936.0,97.0,24.0,3943.0,197.0,78.56,313.01,131.65,275.94,315.24,132.54,75.45,5.19,106.86,0.64,51.34,54.63,52.69,5.36,31.92,56.8,0.65,43.3,47.67,10.3,31.4,19.5,96.5,0.41,39.9,43.4,54.38,18.63,17.03,11.6,82.5,81.3,95.0,0.12,16.01,0.18,0.24,3.25,2.4,3.55,0.0,0.12,0.07,0.33,4.07,4.35,4.39,0.0,0.08,0.69,2.26,14.2,14.4,15.98,0.15,1.02
2016-11-09,82.7,81.7,48.0,191.0,3926.0,24.0,4140.0,1886.0,1936.0,97.0,24.0,3943.0,197.0,78.6,313.2,132.96,276.18,315.54,132.14,77.07,5.19,106.86,0.64,51.34,54.63,52.69,5.36,31.92,56.8,0.68,43.23,47.62,9.92,31.85,19.5,96.5,0.41,39.9,43.4,54.38,18.63,17.01,11.79,83.23,81.3,95.0,0.11,16.91,0.21,0.24,3.19,2.28,3.43,0.0,0.21,0.07,0.33,4.13,4.4,4.45,0.0,0.08,0.69,2.26,14.6,14.8,16.38,0.15,1.02
2016-12-09,82.7,81.7,48.0,191.0,3926.0,24.0,4140.0,1886.0,1936.0,97.0,24.0,3943.0,197.0,78.61,313.31,132.99,276.41,315.74,131.95,77.22,5.19,106.86,0.64,51.34,54.63,52.69,5.36,31.92,56.8,0.68,43.23,47.52,9.92,31.95,19.5,96.5,0.41,39.9,43.4,54.38,18.63,17.01,11.79,83.23,81.3,95.0,0.11,16.91,0.21,0.24,3.19,2.28,3.43,0.0,0.21,0.07,0.33,4.13,4.4,4.45,0.0,0.08,0.69,2.26,14.73,15.0,16.58,0.14,0.95
2017-01-12,82.7,81.7,48.0,191.0,3926.0,24.0,4140.0,1886.0,1936.0,97.0,25.0,3944.0,197.0,78.05,313.53,133.31,276.76,315.53,132.18,77.19,5.19,106.86,0.64,51.34,54.64,52.69,5.35,31.92,56.8,0.68,43.23,47.52,9.92,31.95,19.5,96.5,0.41,39.9,43.4,54.38,18.63,17.01,11.79,83.23,81.3,95.0,0.11,16.91,0.21,0.24,3.19,2.28,3.43,0.0,0.21,0.07,0.33,4.13,4.4,4.45,0.0,0.08,0.68,2.26,15.01,15.1,16.68,0.14,1.12
2017-02-09,82.7,81.7,48.0,191.0,3926.0,24.0,4140.0,1886.0,1936.0,97.0,25.0,3944.0,197.0,78.05,312.97,133.49,276.31,315.04,132.28,77.19,5.19,106.86,0.64,51.34,54.64,52.69,5.35,31.92,56.8,0.68,43.23,47.52,9.92,31.95,19.5,96.5,0.41,39.9,43.4,54.38,18.63,17.01,11.79,83.23,81.3,95.0,0.11,16.91,0.21,0.24,3.19,2.28,3.38,0.0,0.26,0.07,0.33,4.13,4.4,4.45,0.0,0.08,0.68,2.26,15.01,15.1,16.68,0.14,1.12
2017-03-09,82.7,81.7,48.0,191.0,3926.0,24.0,4140.0,1886.0,1936.0,97.0,25.0,3944.0,197.0,77.49,312.81,133.34,276.26,314.92,132.13,76.59,5.19,106.86,0.64,51.34,54.64,52.69,5.35,31.92,56.8,0.68,43.23,47.52,9.92,31.95,18.93,96.5,0.41,39.9,43.4,54.38,18.05,17.01,11.79,83.23,81.3,95.0,0.11,16.91,0.21,0.24,3.19,2.28,3.38,0.0,0.26,0.07,0.33,4.13,4.4,4.45,0.0,0.08,0.68,2.26,15.01,15.1,16.68,0.14,1.12
2017-04-11,82.7,81.7,48.0,191.0,3926.0,24.0,4140.0,1886.0,1936.0,97.0,25.0,3944.0,197.0,77.53,313.02,133.4,275.44,314.59,132.24,77.13,5.19,106.86,0.64,51.34,54.64,52.69,5.35,31.92,56.8,0.68,43.23,47.52,9.92,31.95,18.93,96.5,0.41,39.9,43.4,54.38,18.05,17.01,11.79,83.23,81.3,95.0,0.11,16.91,0.21,0.24,3.19,2.28,3.38,0.0,0.26,0.07,0.33,4.13,4.4,4.45,0.0,0.08,0.68,2.26,15.01,15.2,16.83,0.14,0.97
2016-05-10,82.2,81.4,46.7,400.0,3800.0,30.0,4230.0,1915.0,1885.0,95.0,30.0,3925.0,305.0,74.25,324.2,136.02,288.39,327.96,138.31,68.21,10.89,103.42,0.82,52.12,55.53,51.3,8.29,26.8,57.0,0.05,44.3,48.75,10.65,24.45,16.3,103.0,0.3,40.0,43.1,60.2,16.3,16.43,12.2,87.0,87.0,100.8,0.15,14.68,0.24,0.24,3.1,2.2,3.33,0.0,0.26,0.06,0.37,4.0,4.28,4.33,0.0,0.11,0.59,2.4,12.6,13.3,14.87,0.15,0.57
2016-06-10,82.2,81.4,46.7,370.0,3800.0,30.0,4200.0,1915.0,1900.0,95.0,30.0,3940.0,260.0,72.29,323.7,136.02,288.44,327.99,137.71,66.31,10.07,103.42,0.82,52.12,55.53,51.71,7.06,27.02,57.0,0.05,44.3,48.75,10.65,24.67,15.05,103.0,0.3,40.0,43.1,59.7,15.55,16.23,12.2,87.0,87.0,100.8,0.15,14.48,0.24,0.24,3.1,2.2,3.33,0.0,0.26,0.06,0.37,4.0,4.28,4.33,0.0,0.11,0.59,2.4,12.6,13.3,14.87,0.15,0.57
2016-07-12,83.7,83.0,46.7,350.0,3880.0,30.0,4260.0,1925.0,1920.0,95.0,30.0,3970.0,290.0,72.17,325.95,136.02,289.23,328.78,138.26,67.1,9.54,105.6,0.82,52.39,55.79,52.25,7.9,27.02,57.0,0.05,44.3,48.75,10.65,24.67,15.45,103.0,0.3,40.5,43.6,59.7,15.45,16.23,12.2,87.0,87.0,100.8,0.15,14.48,0.24,0.24,3.1,2.2,3.33,0.0,0.26,0.06,0.37,4.0,4.28,4.33,0.0,0.11,0.59,2.45,12.6,13.3,14.87,0.15,0.62
2016-08-12,83.7,83.0,48.9,255.0,4060.0,30.0,4346.0,1940.0,1950.0,95.0,31.0,4016.0,330.0,73.0,330.41,136.62,289.89,329.82,138.97,71.24,6.95,110.5,0.82,52.8,56.22,53.07,8.97,29.92,57.0,0.3,44.3,48.75,10.65,27.82,16.15,103.0,0.25,40.5,43.6,59.7,16.1,15.98,12.2,87.0,87.0,101.2,0.15,13.83,0.12,0.24,3.1,2.2,3.33,0.0,0.14,0.06,0.37,4.0,4.28,4.33,0.0,0.11,0.82,2.44,13.0,13.8,15.39,0.15,0.72
2016-09-12,83.7,83.0,50.6,195.0,4201.0,30.0,4426.0,1950.0,1985.0,95.0,31.0,4061.0,365.0,72.9,330.43,135.74,288.86,328.67,138.23,72.17,5.32,114.33,0.82,53.07,56.5,54.02,9.95,30.67,57.0,0.3,44.3,48.75,10.65,28.57,17.25,101.0,0.35,40.5,43.6,58.4,16.6,15.51,12.5,86.0,87.0,101.2,0.15,12.66,0.12,0.24,3.1,2.2,3.33,0.0,0.14,0.06,0.37,4.0,4.28,4.33,0.0,0.11,0.92,2.44,13.0,13.8,15.39,0.15,0.82
2016-10-12,83.7,83.0,51.4,197.0,4269.0,30.0,4496.0,1950.0,2025.0,95.0,31.0,4101.0,395.0,75.45,333.22,136.22,288.49,328.75,138.78,77.36,5.36,116.18,0.82,53.07,56.51,55.11,10.74,31.4,57.0,0.3,44.3,48.75,9.65,30.3,18.63,102.0,0.35,40.5,44.1,58.4,18.48,16.01,12.5,86.0,86.5,100.7,0.15,13.66,0.12,0.24,3.1,2.2,3.33,0.0,0.14,0.08,0.37,4.2,4.5,4.55,0.0,0.1,1.02,2.42,13.0,13.8,15.39,0.15,0.89
2016-11-09,83.7,83.0,52.5,197.0,4361.0,30.0,4588.0,1930.0,2050.0,95.0,32.0,4108.0,480.0,77.07,336.09,136.21,288.17,328.69,139.16,81.53,5.36,118.69,0.82,52.53,56.0,55.79,13.08,31.85,57.0,0.3,44.3,48.75,9.25,31.15,18.63,102.0,0.35,40.5,44.1,58.4,18.48,16.91,12.5,86.0,86.5,100.8,0.15,14.46,0.21,0.24,3.1,2.2,3.36,0.0,0.19,0.08,0.43,4.3,4.65,4.7,0.0,0.11,1.02,2.42,13.0,13.8,15.39,0.15,0.89
2016-12-09,83.7,83.0,52.5,197.0,4361.0,30.0,4588.0,1930.0,2050.0,95.0,32.0,4108.0,480.0,77.22,338.0,136.96,289.44,330.09,139.25,82.85,5.36,118.69,0.82,52.53,56.0,55.79,13.08,31.95,57.0,0.3,43.8,48.25,9.0,32.0,18.63,102.0,0.35,40.5,44.1,58.4,18.48,16.91,12.5,86.0,86.5,100.8,0.15,14.46,0.21,0.24,3.1,2.2,3.36,0.0,0.19,0.08,0.43,4.3,4.65,4.7,0.0,0.11,0.95,2.42,13.8,14.7,16.29,0.15,0.72
2017-01-12,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1930.0,2050.0,95.0,33.0,4108.0,420.0,77.19,337.85,137.53,290.34,330.34,139.9,82.32,5.35,117.21,0.68,52.53,56.02,55.79,11.44,31.95,57.0,1.0,44.7,49.15,9.0,31.8,18.63,104.0,0.35,40.5,44.1,59.5,19.38,16.91,12.9,86.0,86.5,100.8,0.15,14.86,0.21,0.24,3.1,2.2,3.36,0.0,0.19,0.08,0.43,4.3,4.65,4.7,0.0,0.11,1.12,2.42,13.8,14.7,16.29,0.15,0.9
2017-02-09,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1930.0,2050.0,95.0,33.0,4108.0,420.0,77.19,336.62,137.43,290.74,330.75,140.11,80.38,5.35,117.21,0.68,52.53,56.02,55.79,11.44,31.95,55.5,1.0,45.3,49.75,9.0,29.7,18.63,104.0,0.35,40.5,44.1,59.5,19.38,16.91,12.9,86.0,86.5,100.8,0.15,14.86,0.26,0.24,3.1,2.2,3.36,0.0,0.24,0.08,0.49,4.3,4.7,4.75,0.0,0.12,1.12,2.42,13.8,14.7,16.29,0.15,0.9
2017-03-09,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1940.0,2025.0,95.0,33.0,4093.0,435.0,76.59,340.79,138.25,291.55,331.7,141.1,82.82,5.35,117.21,0.68,52.8,56.29,55.11,11.84,31.95,55.5,1.0,45.3,49.75,9.0,29.7,18.05,108.0,0.35,41.0,44.6,61.0,20.8,16.91,12.9,87.0,86.5,101.1,0.15,15.56,0.26,0.24,3.1,2.2,3.36,0.0,0.24,0.08,0.49,4.2,4.65,4.7,0.0,0.07,1.12,2.39,13.8,14.7,16.29,0.15,0.87
2017-04-11,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1940.0,2025.0,104.0,14.0,4083.0,445.0,77.13,345.97,140.05,291.95,332.42,143.3,87.41,5.35,117.21,0.68,52.8,56.01,55.11,12.12,31.95,56.0,1.2,45.3,49.75,9.0,30.4,18.05,111.0,0.5,41.5,45.05,61.9,22.6,16.91,12.9,88.0,86.5,101.1,0.15,16.56,0.26,0.24,3.2,2.3,3.46,0.0,0.24,0.08,0.51,4.2,4.65,4.7,0.0,0.09,0.97,2.39,14.6,15.3,16.94,0.2,0.82
2017-05-10,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1925.0,2050.0,104.0,14.0,4093.0,435.0,77.08,348.04,140.9,290.68,331.29,144.6,90.14,5.35,117.21,0.68,52.39,55.6,55.79,11.85,31.7,57.0,1.2,44.8,49.25,9.0,31.65,18.05,111.6,0.5,41.5,45.05,61.9,23.2,16.91,12.9,89.0,86.5,101.1,0.15,17.56,0.26,0.24,3.2,2.3,3.46,0.0,0.24,0.1,0.51,4.2,4.65,4.69,0.0,0.12,1.03,2.42,14.6,15.2,16.84,0.2,1.02
2017-06-09,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1910.0,2050.0,104.0,14.0,4078.0,450.0,77.13,351.31,140.6,290.57,331.23,144.61,93.21,5.35,117.21,0.68,51.98,55.19,55.79,12.26,31.7,57.8,1.2,45.0,49.45,8.5,32.75,18.2,114.0,0.3,41.5,45.1,62.4,25.0,16.91,12.9,89.0,86.5,101.1,0.15,17.56,0.26,0.24,3.2,2.3,3.46,0.0,0.24,0.1,0.51,4.2,4.65,4.69,0.0,0.12,1.03,2.42,14.6,15.2,16.84,0.2,1.02
2017-07-12,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1900.0,2100.0,104.0,14.0,4118.0,410.0,77.05,351.78,142.55,290.45,331.43,145.17,94.78,5.35,117.21,0.68,51.71,54.92,57.15,11.17,31.7,57.8,1.5,45.45,49.9,8.0,33.1,18.2,114.0,0.22,41.5,45.1,61.5,25.82,16.91,12.9,91.0,86.5,101.5,0.15,19.16,0.26,0.24,3.2,2.3,3.46,0.0,0.24,0.1,0.51,4.2,4.65,4.69,0.0,0.12,1.03,2.41,14.0,14.8,16.44,0.2,0.81
2017-08-10,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1890.0,2150.0,104.0,14.0,4158.0,370.0,77.06,351.74,142.32,288.23,329.15,144.99,96.98,5.35,117.21,0.68,51.44,54.65,58.51,10.08,31.7,57.8,1.5,44.0,48.45,7.0,35.55,18.2,114.0,0.22,41.3,44.9,61.0,26.52,16.91,12.9,91.0,86.5,101.5,0.12,19.19,0.26,0.24,3.2,2.3,3.46,0.0,0.24,0.1,0.51,4.2,4.65,4.69,0.0,0.12,1.04,2.38,13.8,14.6,16.24,0.2,0.78
2017-09-12,83.4,82.7,52.1,197.0,4307.0,25.0,4528.0,1895.0,2170.0,104.0,14.0,4183.0,345.0,77.74,351.44,142.83,288.51,329.77,146.29,95.96,5.35,117.21,0.68,51.57,54.78,59.06,9.4,31.7,57.8,1.5,44.15,48.6,6.5,35.9,18.2,114.0,0.25,41.3,44.95,62.5,25.0,16.91,12.9,92.0,87.0,102.0,0.12,19.69,0.26,0.24,3.2,2.3,3.46,0.0,0.24,0.1,0.51,4.2,4.65,4.69,0.0,0.12,1.15,2.38,13.5,14.4,16.04,0.2,0.79
2017-10-12,83.4,82.7,52.0,197.0,4296.0,22.0,4515.0,1899.0,2174.0,105.0,36.0,4214.0,301.0,77.74,351.25,143.61,288.4,330.28,147.46,94.86,5.35,116.92,0.61,51.68,55.52,59.16,8.2,31.7,57.8,1.7,43.88,48.33,6.9,35.97,18.2,114.1,0.25,41.3,44.95,63.14,24.46,16.91,12.9,92.5,87.0,102.0,0.12,20.19,0.26,0.24,3.2,2.3,3.46,0.0,0.24,0.1,0.51,4.2,4.65,4.69,0.0,0.12,1.15,2.38,13.2,14.2,15.84,0.2,0.69
2017-11-09,83.4,82.7,52.0,197.0,4296.0,22.0,4515.0,1899.0,2174.0,105.0,36.0,4214.0,301.0,78.13,351.25,144.61,288.53,330.06,147.66,96.28,5.35,116.92,0.61,51.68,55.52,59.16,8.2,31.7,57.8,1.7,43.25,47.68,7.02,36.5,18.2,114.1,0.25,41.0,44.65,63.14,24.76,16.91,12.9,93.5,88.0,102.8,0.11,20.39,0.26,0.24,3.18,2.39,3.45,0.0,0.21,0.1,0.51,4.13,4.6,4.64,0.0,0.1,1.56,2.38,13.2,14.4,16.04,0.2,0.9
2017-12-12,83.4,82.7,52.0,197.0,4296.0,22.0,4515.0,1899.0,2174.0,105.0,36.0,4214.0,301.0,77.92,351.32,144.33,288.12,329.69,147.26,96.62,5.35,116.92,0.61,51.68,55.52,59.16,8.2,31.7,57.8,1.67,43.3,47.73,7.02,36.42,18.2,114.1,0.25,40.9,44.55,63.14,24.86,16.91,12.9,93.5,88.0,102.8,0.11,20.39,0.26,0.24,3.18,2.39,3.45,0.0,0.21,0.15,0.51,4.13,4.6,4.64,0.0,0.15,1.56,2.38,13.38,14.4,16.04,0.22,1.06
2018-01-12,83.4,82.7,52.0,197.0,4296.0,22.0,4515.0,1899.0,2174.0,105.0,36.0,4213.0,302.0,78.02,351.32,144.22,288.31,329.81,147.27,96.49,5.35,116.92,0.61,51.68,55.51,59.16,8.21,31.7,57.8,1.67,43.3,47.73,7.03,36.42,18.2,114.1,0.25,40.9,44.55,63.14,24.86,16.91,12.9,93.5,88.0,102.8,0.11,20.39,0.26,0.24,3.18,2.39,3.45,0.0,0.21,0.15,0.51,4.13,4.6,4.64,0.0,0.15,1.56,2.38,13.38,14.4,16.04,0.22,1.06
2018-02-08,83.4,82.7,52.0,197.0,4296.0,22.0,4515.0,1899.0,2174.0,105.0,36.0,4213.0,302.0,77.92,351.32,144.25,288.54,330.14,147.22,96.14,5.35,116.92,0.61,51.68,55.51,59.16,8.21,31.6,57.8,1.67,43.3,47.83,7.03,36.22,18.2,114.1,0.25,40.9,44.55,63.14,24.86,16.91,12.9,93.5,88.0,102.8,0.11,20.39,0.26,0.24,3.18,2.39,3.45,0.0,0.21,0.15,0.51,4.13,4.6,4.64,0.0,0.15,1.56,2.38,13.38,14.4,16.04,0.22,1.06
2018-03-08,83.4,82.7,52.0,197.0,4296.0,22.0,4515.0,1901.0,2174.0,105.0,34.0,4213.0,302.0,78.28,351.32,144.28,288.5,329.77,147.46,96.65,5.35,116.92,0.61,51.74,55.51,59.16,8.21,31.6,57.8,1.67,43.3,47.83,7.03,36.22,18.56,114.1,0.25,40.9,44.3,63.14,25.47,16.91,12.9,93.5,88.0,102.8,0.11,20.39,0.26,0.24,3.18,2.39,3.45,0.0,0.21,0.15,0.51,4.13,4.6,4.64,0.0,0.15,1.56,2.38,13.47,14.4,16.04,0.22,1.14
2017-05-10,89.5,88.6,48.0,435.0,4255.0,25.0,4715.0,1950.0,2150.0,101.0,34.0,4235.0,480.0,90.14,344.68,147.76,301.53,344.21,149.56,88.81,11.85,115.8,0.68,53.07,56.75,58.51,13.08,31.65,57.0,1.2,45.5,50.0,9.0,30.85,23.2,107.0,0.4,42.0,45.7,63.5,21.4,17.56,13.8,93.0,91.5,106.8,0.15,17.41,0.24,0.26,3.3,2.35,3.51,0.0,0.29,0.12,0.42,4.3,4.72,4.76,0.0,0.09,1.02,2.45,15.0,15.6,17.24,0.2,1.03
2017-06-09,89.5,88.6,48.0,450.0,4255.0,25.0,4730.0,1950.0,2150.0,101.0,34.0,4235.0,495.0,93.21,344.67,147.61,301.53,344.21,149.06,92.22,12.26,115.8,0.68,53.07,56.75,58.51,13.48,32.75,57.0,1.2,45.5,50.0,8.5,32.45,25.0,107.0,0.25,42.0,45.7,63.5,23.05,17.56,13.8,93.0,91.5,106.8,0.15,17.41,0.24,0.26,3.3,2.35,3.51,0.0,0.29,0.12,0.42,4.3,4.72,4.76,0.0,0.09,1.02,2.45,15.0,15.6,17.24,0.2,1.03
2017-07-12,89.5,88.7,48.0,410.0,4260.0,25.0,4695.0,1950.0,2150.0,101.0,34.0,4235.0,460.0,94.78,345.09,148.6,302.23,345.27,149.66,93.53,11.17,115.94,0.68,53.07,56.75,58.51,12.53,33.1,57.0,1.5,45.5,50.0,8.5,33.1,25.82,107.0,0.2,42.0,45.7,64.0,23.32,19.16,14.0,94.0,92.5,108.1,0.15,18.91,0.24,0.26,3.3,2.35,3.51,0.0,0.29,0.12,0.42,4.3,4.72,4.76,0.0,0.09,0.81,2.45,14.8,15.4,17.04,0.2,0.82
2017-08-10,89.5,88.7,49.4,370.0,4381.0,25.0,4777.0,1940.0,2225.0,101.0,35.0,4301.0,475.0,96.98,347.36,147.96,300.46,343.32,151.19,97.78,10.08,119.23,0.68,52.8,56.5,60.56,12.94,35.55,57.0,1.5,44.84,49.34,8.0,36.71,26.52,107.0,0.2,42.0,45.7,64.0,24.02,19.19,14.0,94.0,92.5,108.1,0.15,18.94,0.24,0.26,3.3,2.35,3.51,0.0,0.29,0.12,0.42,4.3,4.72,4.76,0.0,0.09,0.78,2.53,14.6,15.2,16.84,0.2,0.87
2017-09-12,89.5,88.7,49.9,345.0,4431.0,25.0,4801.0,1940.0,2250.0,101.0,35.0,4326.0,475.0,95.96,348.44,148.86,300.65,344.3,151.42,97.53,9.4,120.59,0.68,52.8,56.51,61.24,12.93,35.9,57.0,1.5,44.84,49.34,8.0,37.06,25.0,107.0,0.2,42.0,45.7,64.0,22.5,19.69,14.0,95.0,93.0,109.1,0.15,19.44,0.24,0.26,3.3,2.35,3.51,0.0,0.29,0.12,0.42,4.3,4.72,4.76,0.0,0.09,0.79,2.48,14.5,15.1,16.74,0.2,0.83
2017-10-12,90.2,89.5,49.5,301.0,4431.0,25.0,4757.0,1940.0,2250.0,101.0,35.0,4326.0,430.0,94.86,347.88,148.64,301.25,344.37,150.97,96.05,8.2,120.58,0.68,52.8,56.51,61.24,11.72,35.97,57.0,1.5,44.84,49.34,8.0,37.13,24.46,107.0,0.2,42.0,45.7,64.0,21.96,20.19,14.2,95.0,94.0,109.6,0.15,19.64,0.24,0.26,3.3,2.35,3.51,0.0,0.29,0.12,0.48,4.3,4.72,4.76,0.0,0.15,0.69,2.48,14.0,14.5,16.14,0.2,0.83
2017-11-09,90.2,89.5,49.5,301.0,4425.0,25.0,4752.0,1940.0,2250.0,101.0,35.0,4326.0,425.0,96.28,348.89,150.12,301.98,344.96,152.43,97.9,8.2,120.44,0.68,52.8,56.51,61.24,11.57,36.5,57.0,1.5,44.84,49.45,8.0,37.55,24.76,108.0,0.2,42.0,45.7,65.0,22.26,20.39,14.2,97.0,95.0,110.8,0.15,20.64,0.21,0.26,3.3,2.35,3.51,0.0,0.26,0.1,0.48,4.3,4.72,4.76,0.0,0.13,0.9,2.48,14.0,14.5,16.15,0.2,1.03
2017-12-12,90.2,89.5,49.5,301.0,4425.0,25.0,4752.0,1940.0,2225.0,106.0,35.0,4306.0,445.0,96.62,348.47,150.41,301.57,344.72,152.45,98.32,8.2,120.44,0.68,52.8,56.64,60.56,12.12,36.42,57.0,1.7,44.84,49.45,8.5,37.17,24.86,108.0,0.2,42.0,45.7,65.5,21.86,20.39,14.2,97.0,95.0,110.8,0.15,20.64,0.21,0.26,3.3,2.35,3.51,0.0,0.26,0.15,0.48,4.3,4.72,4.76,0.0,0.17,1.06,2.48,14.0,14.5,16.15,0.2,1.19
2018-01-12,90.1,89.5,49.1,302.0,4392.0,25.0,4718.0,1950.0,2160.0,106.0,33.0,4248.0,470.0,96.49,348.57,150.17,301.45,344.47,152.19,98.57,8.21,119.52,0.68,53.07,56.83,58.79,12.79,36.42,56.0,1.7,44.84,49.45,8.5,36.17,24.86,110.0,0.2,42.0,45.7,67.0,22.36,20.39,14.2,97.0,95.0,110.8,0.15,20.64,0.21,0.26,3.3,2.35,3.51,0.0,0.26,0.15,0.48,4.3,4.72,4.76,0.0,0.17,1.06,2.5,14.0,14.5,16.15,0.2,1.21
2018-02-08,90.1,89.5,49.1,302.0,4392.0,25.0,4718.0,1950.0,2100.0,106.0,33.0,4188.0,530.0,96.14,346.92,150.24,300.1,343.2,151.95,98.14,8.21,119.52,0.68,53.07,56.83,57.15,14.42,36.22,54.0,1.7,43.68,48.42,8.5,35.0,24.86,112.0,0.2,42.0,45.65,69.0,22.41,20.39,14.2,97.0,95.0,110.8,0.15,20.64,0.21,0.26,3.3,2.35,3.51,0.0,0.26,0.15,0.48,4.3,4.72,4.76,0.0,0.17,1.06,2.5,14.0,14.5,16.15,0.2,1.21
2018-03-08,90.1,89.5,49.1,302.0,4392.0,25.0,4718.0,1960.0,2065.0,106.0,33.0,4163.0,555.0,96.65,340.86,151.27,300.86,343.78,150.6,94.4,8.21,119.52,0.68,53.34,57.11,56.2,15.1,36.22,47.0,2.4,43.0,47.62,6.8,31.2,25.47,113.0,0.2,43.0,46.5,70.5,21.67,20.39,14.2,97.0,95.0,110.8,0.15,20.64,0.21,0.26,3.25,2.35,3.51,0.0,0.21,0.15,0.48,4.25,4.72,4.76,0.0,0.12,1.14,2.5,14.0,14.5,16.15,0.3,1.19
